episode,total_reward,length,success,wall_hits
816,-11.899999999999961,200,0,110
817,-11.089999999999963,200,0,101
818,-11.359999999999962,200,0,104
819,-10.189999999999964,200,0,91
820,-11.269999999999964,200,0,103
821,-9.469999999999965,200,0,83
822,-10.549999999999963,200,0,95
823,-10.369999999999965,200,0,93
824,-8.969999999999963,197,1,89
825,-10.909999999999963,200,0,99
826,-10.819999999999963,200,0,98
827,-9.749999999999963,194,1,98
828,-6.869999999999974,176,1,68
829,-11.35999999999996,200,0,104
830,-11.899999999999961,200,0,110
831,-10.639999999999961,200,0,96
832,-10.999999999999963,200,0,100
833,-9.919999999999964,200,0,88
834,-9.829999999999965,200,0,87
835,-10.279999999999964,200,0,92
836,-9.379999999999967,200,0,82
837,-10.909999999999965,200,0,99
838,-4.649999999999988,107,1,51
839,-10.279999999999964,200,0,92
840,-5.589999999999981,138,1,58
841,-5.369999999999986,116,1,58
842,-11.899999999999961,200,0,110
843,-11.719999999999962,200,0,108
844,-10.489999999999961,196,1,106
845,-10.999999999999963,200,0,100
846,-11.449999999999964,200,0,105
847,-10.999999999999963,200,0,100
848,-10.639999999999963,200,0,96
849,-10.639999999999965,200,0,96
850,-10.369999999999965,200,0,93
851,-10.549999999999962,200,0,95
852,-10.819999999999963,200,0,98
853,-10.189999999999964,200,0,91
854,-12.16999999999996,200,0,113
855,-11.449999999999962,200,0,105
856,-11.269999999999962,200,0,103
857,-10.189999999999964,200,0,91
858,-10.729999999999963,200,0,97
859,-10.369999999999964,200,0,93
860,-10.279999999999964,200,0,92
861,-10.639999999999963,200,0,96
862,-10.549999999999965,200,0,95
863,-11.899999999999961,200,0,110
864,-10.279999999999966,200,0,92
865,-10.369999999999964,200,0,93
866,-10.459999999999965,200,0,94
867,-11.089999999999963,200,0,101
868,-11.26999999999996,200,0,103
869,-10.369999999999965,200,0,93
870,-9.829999999999965,200,0,87
871,-5.209999999999987,109,1,57
872,-9.469999999999965,200,0,83
873,-7.969999999999974,178,1,80
874,-10.999999999999961,200,0,100
875,-10.999999999999961,200,0,100
876,-11.62999999999996,200,0,107
877,-10.639999999999961,200,0,96
878,-11.269999999999962,200,0,103
879,-10.369999999999964,200,0,93
880,-9.919999999999964,200,0,88
881,-10.279999999999964,200,0,92
882,-10.009999999999964,200,0,89
883,-10.549999999999963,200,0,95
884,-9.829999999999966,200,0,87
885,-10.729999999999963,200,0,97
886,-11.809999999999961,200,0,109
887,-11.449999999999962,200,0,105
888,-9.379999999999967,200,0,82
889,-8.889999999999972,171,1,91
890,-10.189999999999966,200,0,91
891,-10.999999999999963,200,0,100
892,-10.189999999999964,200,0,91
893,-11.719999999999962,200,0,108
894,-10.819999999999963,200,0,98
895,-10.999999999999963,200,0,100
896,-9.739999999999965,200,0,86
897,-9.649999999999963,200,0,85
898,-10.729999999999963,200,0,97
899,-10.549999999999963,200,0,95
900,-10.639999999999963,200,0,96
901,-10.099999999999964,200,0,90
902,-9.739999999999965,200,0,86
903,-10.909999999999963,200,0,99
904,-10.189999999999962,200,0,91
905,-11.35999999999996,200,0,104
906,-10.819999999999961,200,0,98
907,-10.999999999999963,200,0,100
908,-10.549999999999963,200,0,95
909,-9.739999999999965,200,0,86
910,-10.639999999999965,200,0,96
911,-9.829999999999965,200,0,87
912,-10.639999999999965,200,0,96
913,-11.179999999999962,200,0,102
914,-10.999999999999963,200,0,100
915,-10.189999999999968,200,0,91
916,-10.459999999999964,200,0,94
917,-11.62999999999996,200,0,107
918,-11.179999999999962,200,0,102
919,-10.279999999999964,200,0,92
920,-10.819999999999963,200,0,98
921,-10.549999999999963,200,0,95
922,-10.639999999999965,200,0,96
923,-10.729999999999965,200,0,97
924,-11.269999999999964,200,0,103
925,-11.359999999999962,200,0,104
926,-9.829999999999965,200,0,87
927,-11.359999999999962,200,0,104
928,-10.369999999999967,200,0,93
929,-10.819999999999961,200,0,98
930,-10.099999999999964,200,0,90
931,-11.989999999999961,200,0,111
932,-10.099999999999966,200,0,90
933,-11.899999999999961,200,0,110
934,-10.729999999999963,200,0,97
935,-9.649999999999965,200,0,85
936,-8.449999999999969,190,1,84
937,-11.449999999999962,200,0,105
938,-10.099999999999964,200,0,90
939,-10.369999999999964,200,0,93
940,-10.459999999999964,200,0,94
941,-10.909999999999965,200,0,99
942,-9.829999999999966,200,0,87
943,-11.629999999999963,200,0,107
944,-11.269999999999962,200,0,103
945,-10.819999999999963,200,0,98
946,-11.359999999999964,200,0,104
947,-10.459999999999964,200,0,94
948,-10.099999999999964,200,0,90
949,-10.099999999999964,200,0,90
950,-11.989999999999961,200,0,111
951,-10.369999999999965,200,0,93
952,-9.829999999999966,200,0,87
953,-11.179999999999962,200,0,102
954,-11.089999999999963,200,0,101
955,-10.549999999999962,200,0,95
956,-10.819999999999963,200,0,98
957,-7.7299999999999685,181,1,77
958,-10.459999999999964,200,0,94
959,-10.099999999999966,200,0,90
960,-9.739999999999965,200,0,86
961,-10.549999999999963,200,0,95
962,-11.809999999999961,200,0,109
963,-10.909999999999963,200,0,99
964,-2.769999999999997,81,1,33
965,-10.369999999999964,200,0,93
966,-11.26999999999996,200,0,103
967,-10.279999999999964,200,0,92
968,-9.919999999999964,200,0,88
969,-8.40999999999997,177,1,85
970,-10.549999999999963,200,0,95
971,-9.919999999999964,200,0,88
972,-11.089999999999959,200,0,101
973,-10.999999999999963,200,0,100
974,-10.279999999999964,200,0,92
975,-11.179999999999962,200,0,102
976,-10.729999999999963,200,0,97
977,-9.649999999999967,200,0,85
978,-10.369999999999965,200,0,93
979,-9.829999999999966,200,0,87
980,-10.189999999999968,200,0,91
981,-11.719999999999962,200,0,108
982,-11.35999999999996,200,0,104
983,-11.359999999999964,200,0,104
984,-10.459999999999964,200,0,94
985,-10.189999999999964,200,0,91
986,-5.4899999999999824,137,1,57
987,-5.369999999999982,143,1,55
988,-10.819999999999965,200,0,98
989,-10.909999999999961,200,0,99
990,-10.819999999999963,200,0,98
991,-10.549999999999963,200,0,95
992,-11.08999999999996,200,0,101
993,-8.249999999999972,161,1,85
994,-10.099999999999964,200,0,90
995,-10.729999999999961,200,0,97
996,-10.009999999999964,200,0,89
997,-10.099999999999964,200,0,90
998,-10.909999999999963,200,0,99
999,-10.729999999999961,200,0,97
